,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
,,,,,,,,Ugyf-DiWCjVg7gCwpyB4AaABAg.8_06bPxzLSB8_A9LWzR_RY,Eleanor Walmsley,3 weeks ago,1511739760099,EvE(itsnotthatserious) I always thought these stories come up whenever Travolta attempts to leave scientology... like just after his son died.,0,/Negative/,Negative,0.799
UgwewfsUjYIkw47EYSF4AaABAg,whatudoin1,1 month ago,1510962159742,Why bring it up if it's unclear?,1,false,0,,,,,,,/Neutral/,Neutral,0.732
Ugwv2EdliFStRFUqWpV4AaABAg,apextroll,1 month ago,1510962159745,Penthouse forum has gone way downhill since Hugh Hefner died...,0,false,0,,,,,,,/Negative/,Negative,0.84
UgxL-aDv3HLgEmtxs254AaABAg,111Sylvester,1 month ago,1510962161748,"I just finished explaining what a ""royale with cheese"" is, now I have to start over.",1,false,0,,,,,,,/Negative/,Negative,0.648
UgzTGalLjjgC2WvQZG14AaABAg,David Jessee,1 month ago,1510962161752,Horse shit!! Tell me why would the masseur be wearing only a towel ?? Another money grubber,2,false,0,,,,,,,/Negative/,Negative,0.773
UgygtcjF83P63YCzTX14AaABAg,Mike M,1 month ago,1510962161756,"so, Travolta is gay.. next..",2,true,1,,,,,,,/Neutral/,Neutral,0.672
,,,,,,,,UgygtcjF83P63YCzTX14AaABAg.8_04x3RVQ-U8_1pGM0U7d0,Gambit2483,1 month ago,1510962162226,Mike M been for years. Tons of actors in Hollyweird are either gay or bi,0,/Negative/,Negative,0.934
UgzPExpD5b3Cx_CZTst4AaABAg,B,1 month ago,1510962161760,why did it take him so long to get uncomfortable?,6,true,3,,,,,,,/Negative/,Negative,0.957
,,,,,,,,UgzPExpD5b3Cx_CZTst4AaABAg.8_04nFhqEDJ8_0GHZyNlqH,drvannostran,1 month ago,1510962162212,Because he's gay too.,1,/Negative/,Negative,0.607
,,,,,,,,UgzPExpD5b3Cx_CZTst4AaABAg.8_04nFhqEDJ8_0YBppZazH,Wigney Spears,1 month ago,1510962162216,drvannostran we don’t have all the facts to know exactly what their interactions were like and also John’s a big star.,0,/Positive/,Positive,0.996
,,,,,,,,UgzPExpD5b3Cx_CZTst4AaABAg.8_04nFhqEDJ8_1IxzFMWUA,andrew hinton,1 month ago,1510962162219,B bro i said the same thing. Wasnt it uncomfortable seeing his shlong when he dropped his towel?,1,/Negative/,Negative,0.963
Ugym1fO35G1Ro0G_wD14AaABAg,sanford sklansky,1 month ago,1510962161765,"I am a fan, but I don't know why this was brought up 17 years later when apparently there was not case",2,false,0,,,,,,,/Negative/,Negative,0.992
UgzkW5qqU3WlyVmdR4t4AaABAg,TalonTSI95,1 month ago,1510962161768,Old news...  brought back at a more profitable time.  NEWS FLASH! A deep dive into the life of former president Bill Clinton suggests that he was unfaithful to his wife.  Eye witnesses describe him as flirtatious towards women he was not married to.  The world is in shock for the next 15 minutes.,4,true,2,,,,,,,/Positive/,Positive,0.943
,,,,,,,,UgzkW5qqU3WlyVmdR4t4AaABAg.8_00X2naSTa8_02dF-DwRN,Stephen Joiner,1 month ago,1510962162196,Profitable? Making money off of blackmail and extortion in the age of scandal.,0,/Negative/,Negative,0.545
,,,,,,,,UgzkW5qqU3WlyVmdR4t4AaABAg.8_00X2naSTa8_041pAj6U2,TalonTSI95,1 month ago,1510962162199,Re-purposing old news stories as breaking news to gain views.... scandalous.,0,/Neutral/,Neutral,0.744
Ugxj_2Y3MUbFZvurQLh4AaABAg,Gerrie Farman,1 month ago,1510962161772,That story is way old I heard about it on tabloids years ago like 2002/2003.,5,true,1,,,,,,,/Negative/,Negative,0.66
,,,,,,,,Ugxj_2Y3MUbFZvurQLh4AaABAg.8_00TznDpDQ8_01wdx9uzH,KatchouroBlade,1 month ago,1510962162125,"There have been stories about Travolta for decades now.  

He sounds like a gay guy who makes passes at other men - newsflash for TYT, that's sleazy but it's not illegal.",0,/Negative/,Negative,0.732
UgyMV_Ho9CQx3HrTDTN4AaABAg,Jeri Kourkoumelis,1 month ago,1510962161777,Another sick Hollywood liberal,0,true,2,,,,,,,/Negative/,Negative,0.998
,,,,,,,,UgyMV_Ho9CQx3HrTDTN4AaABAg.8_00JxRoExf8_01XvBfKA4,Stephen Joiner,1 month ago,1510962162183,Does Travolta know what a liberal is?,3,/Neutral/,Neutral,0.639
,,,,,,,,UgyMV_Ho9CQx3HrTDTN4AaABAg.8_00JxRoExf8_098WvW4xY,Mike M,1 month ago,1510962162185,"Proud Boys you call this sick?  What are you, catholic, Muslim or conservative motherfucking bitch boy.",0,/Negative/,Negative,0.986
UgzQW1eUQ2HmOye-wMR4AaABAg,Steve The Philosophist,1 month ago,1510962161782,I'm curious if this means the Church of Scientology will reject ole Johnny.,2,false,0,,,,,,,/Negative/,Negative,0.572
UgxX_z1ns9byD-tfmbV4AaABAg,TheIsh1988,1 month ago,1510962161785,"So... the guy went into a steam room with a naked man, and let that naked man give him a massage..... Yeah, sounds like sexual assault....",3,false,0,,,,,,,/Negative/,Negative,0.955
UgzdANvAyOKUz6PcVTp4AaABAg,SnortnSnowflakes,1 month ago,1510962161788,"My understanding of the way Hollywood works leads me to believe that there is some poor soul out there who was sexually assaulted by John Travolta, Kevin Spacey, Bill O'Rielly, Bill Cosby, and Harvey Weinstein while Louis C.K. jerked off on speaker phone. I hope they're in therapy.",1,true,2,,,,,,,/Negative/,Negative,0.83
,,,,,,,,UgzdANvAyOKUz6PcVTp4AaABAg.8_0-1983uqk8_03qS0cCGX,Giles Corey,1 month ago,1510962162136,"SnortnSnowflakes     LOL, what a mental image you just put in my head.  These stories are getting ridiculous.",1,/Negative/,Negative,0.99
,,,,,,,,UgzdANvAyOKUz6PcVTp4AaABAg.8_0-1983uqk8_069gF8hb1,SnortnSnowflakes,1 month ago,1510962162138,Giles Corey I'm waiting for the Kevin Bacon scandal to drop. It all leads back to him. I'm sure of it!,2,/Positive/,Positive,0.887
UgybAfjBUhNrrRi_5Gp4AaABAg,Chris W,1 month ago,1510962161791,"for a liberal who loves sex everywhere especially in school,  you sure have a hard time reading some lines",0,true,1,,,,,,,/Positive/,Positive,0.992
,,,,,,,,UgybAfjBUhNrrRi_5Gp4AaABAg.8_-znkoMEFQ8_06sGOn2e5,kaship98,1 month ago,1510962162145,Chris W It's not about wanting sex in school it's about wanting sexual health education in school you dim wit,2,/Neutral/,Neutral,0.785
UgwxJVCNXZmyOSFuPs14AaABAg,Aussiebrit,1 month ago,1510962161796,"I completely lost interest in this piece of 'news' after two minutes and mainly because it's from almost 18 years ago and the fact that Ana Kasparian should know that the male form of the word is 'masseur' and the female form is 'masseuse'!  As I say, this is very old news and was around so long ago that it's become extremely BORING to hear about John Revolter's closeted sexuality.  It does make me wonder however how many other so-called Hollyweird 'stars' are still hiding their true sexuality when, these days, they don't have any reason to!",1,false,0,,,,,,,/Negative/,Negative,0.98
Ugw4wDprNBxpjwSByJt4AaABAg,Nicholas Bova,1 month ago,1510962161799,I think TYT will hearing from Tom Cruise's lawyers soon....,3,false,0,,,,,,,/Neutral/,Neutral,0.588
UgyOa1YhDOFi-p_0mQJ4AaABAg,LAGUNABOY,1 month ago,1510962161802,CRUISE IS SHAKING IN HIS BOOTS TODAY! A GUY AFTER HOURS IN A PALM SPRINGS HOTEL SERVICE INDUSTRY? THE GAY PORN STAR CAPITAL! OF COURSE TRAVOLTA WANTS FANTASY TIME! AND A LOT OF $!,2,false,0,,,,,,,/Negative/,Negative,0.701
UgyjX4LO1w8F3VTLgEt4AaABAg,Robert Browning,1 month ago,1510962161805,Travolta has admit he took it up the ass for fame and fortune. It was Horshack who won't put out.,2,false,0,,,,,,,/Negative/,Negative,0.873
UgwXr1arAbpqMHmWR_N4AaABAg,"EMAN67 (Movies,politics,commentary)",1 month ago,1510962161808,And the witch hunt continues.,2,false,0,,,,,,,/Positive/,Positive,0.99
UgyuTaZc28sK3qDhdOx4AaABAg,crypt keeper 071,1 month ago,1510962161811,"Believable, travolta is a weird son of a bitch.",2,false,0,,,,,,,/Negative/,Negative,0.592
Ugz9oZKhHHOqnGw2l-Z4AaABAg,Jai Devi,1 month ago,1510962161814,"the should rename his movie title to :
STAYING A LIE",2,false,0,,,,,,,/Negative/,Negative,0.877
Ugznh-YFf0unm4AuSMx4AaABAg,A54321,1 month ago,1510962161817,This is ridiculous.,1,false,0,,,,,,,/Negative/,Negative,0.998
UgyyxQeZSE64DFcxz4N4AaABAg,papiless,1 month ago,1510962162969,this is a hoax. this story was proven not to be true,0,false,0,,,,,,,/Positive/,Positive,0.611
UgwMPM_P-sY7Dh426j54AaABAg,Anthony Gibbs,1 month ago,1510962162974,"Oh snap! That's a quite a question to pose to someone.

Why do this? Doesn't he have enough money to hire a male hooker if it is that deep?",1,true,1,,,,,,,/Negative/,Negative,0.924
,,,,,,,,UgwMPM_P-sY7Dh426j54AaABAg.8_-wyKMaq_T8_-xVivoVCo,Jai Devi,1 month ago,1510962163399,"I don't think these type of men can be turned on by women or men that just throw themselves at them whether because of the fame or money that they need to chase something and risk getting caught, assuming their power will keep them all silenced.  I love Travolta, but im also a weirdo magnet so now it all makes sense.  but no matter how much I love travolt HE CANT GO AROUND DIDLING PPL.... so shame ---shame---shame---shame",2,/Positive/,Positive,0.564
Ugy-yD5m7lblH_LLFfh4AaABAg,Kathryn MacDonald,1 month ago,1510962162979,"Why was the ""masseur"" naked in a towel?",17,true,1,,,,,,,/Negative/,Negative,0.998
,,,,,,,,Ugy-yD5m7lblH_LLFfh4AaABAg.8_-w1-AcLTC8_06FGt7deT,David Jessee,1 month ago,1510962163591,Kathryn MacDonald that's what I said,0,/Neutral/,Neutral,0.789
UgwLabS8L37U9N_RMYd4AaABAg,Cathy Gibson,1 month ago,1510962162984,This is really old news and ur just finding this out now guess ur not up to date on news,3,true,1,,,,,,,/Negative/,Negative,0.965
,,,,,,,,UgwLabS8L37U9N_RMYd4AaABAg.8_-vyy9031V8_-wvOFnpdv,Sleeper99999,1 month ago,1510962163407,It's new because a gossip site just recently obtained a copy of the police report and published it.,2,/Positive/,Positive,0.914
UgwQUlz6iZEMj_MKI_x4AaABAg,Claptrap Claptrap,1 month ago,1510962162989,"When I worked as a masseuse I first of all wore ""professional"" clothes to emphasize that I didn't use my trade as an euphemism for something else. Secondly, I refused any request to go to work late at night in a hotel room etc and I would NEVER go to sauna alone with my client, it simply isn't professional but gives just the kind of image we who take our work seriously try to avoid.* This guy, instead of packing his bags when feeling uncomfortable, went to sauna with him, and then invited Travolta touch him!!  I'm not saying that anyone has the right to molest another person regardless of situation but for crying out loud, either the masseur had no self-preservation instinct but this story does sound more like he tried to make a quick buck.
I was trained in Swedish massage, which originates from what now is Finland. There it was common for an older, married woman to come and wash people with brush and soap and massage was part of that washing routine.  No matter how hot the sauna would be, the washer woman would never take her clothes off! Equally, if I was to give a massage in a sauna, I would be fully clothed and only go into the washroom when called... It is normal for a person to be massaged to keep their underpants on but some clients that came into the school clinic, would insist of being naked: as an older woman I would take over those ""difficult"" clients to protect girls who were still in their 20's. Usually my regular clients were understanding about the swap.",5,true,1,,,,,,,/Negative/,Negative,0.881
,,,,,,,,UgwQUlz6iZEMj_MKI_x4AaABAg.8_-vtycD4Zi8_1ZNgYA-VL,Vianey Boruel,1 month ago,1510962163352,"Claptrap Claptrap my clients are usually always naked and I've managed to keep the setting professional as well, refuting advances. This guy had absolutely  no clue what he was doing, or knew perfectly well and then decided to turn it on Travolta.
People need to realize that if you give your consent several times it's not sexual assault.  Any point after you refuse can be called assault but if you do it willingly it's just you being sexually active. It's fine if you feel weird or bad afterwards but don't ruin peoples lives by making them out to be rapists when you did everything by choice.",0,/Positive/,Positive,0.666
Ugw7YffgCoLStWSbipl4AaABAg,Dannan Tavona,1 month ago,1510962162995,"The way you be more careful is you ask, straight up, are you interested in sex. If the answer is no, drop it. Don't hedge about it, don't pressure the other person. If it's yes, have consensual fun. If it's no, you're done. Full stop.",1,false,0,,,,,,,/Positive/,Positive,0.527
UgxR3kg97hRFZsrXHTd4AaABAg,apoachè -,1 month ago,1510962162999,That's actually pretty gay,3,false,0,,,,,,,/Negative/,Negative,0.705
UgxmJtzzkSm6YDMiZk94AaABAg,shaun smotherman,1 month ago,1510962163007,"tyt the puppet of the left and hollywood,how does it feel to know you are the bargaining chips for elites,well you have sold your soul in exchange for power in youtube,other video sharing sites will come in to power and take its place just like facebook took myspace.",0,true,1,,,,,,,/Positive/,Positive,0.699
,,,,,,,,UgxmJtzzkSm6YDMiZk94AaABAg.8_-uWJ0iD5v8_-yZkikk6L,Claptrap Claptrap,1 month ago,1510962163343,You are just trolling and don't make any sense either. Have another beer.,0,/Negative/,Negative,0.998
UgxS4A8PNobx03vrG1B4AaABAg,PB S,1 month ago,1510962163012,Soon it will be easier to have a list of actors not involved.,10,true,1,,,,,,,/Negative/,Negative,0.734
,,,,,,,,UgxS4A8PNobx03vrG1B4AaABAg.8_-tlLm23Lh8_-yug2HmQu,LAGUNABOY,1 month ago,1510962163371,AMEN TO THAT!,0,/Positive/,Positive,0.998
Ugz1gUMtFexng6Hk5QN4AaABAg,hopposai787,1 month ago,1510962163017,after everyone in hollywood came out as assaulted or assaulter the whole pedo pizza looks less crazy now.,0,false,0,,,,,,,/Negative/,Negative,0.873
UgxBT-skkbvzZK8TT294AaABAg,Stephen Paddock,1 month ago,1510962163021,"GROPER JOE BIDEN, GRABBING CHILDRENS BALD BEAVERS SINCE AL GORE INVENTED THE INTERNET.",1,false,0,,,,,,,/Negative/,Negative,0.51
Ugw3OTEoQbwjYPxv-sp4AaABAg,tack,1 month ago,1510962163024,Massage therapist is the appropriate modern term,2,true,1,,,,,,,/Positive/,Positive,0.984
,,,,,,,,Ugw3OTEoQbwjYPxv-sp4AaABAg.8_-tQJUnn_G8_-zQONVWU4,Claptrap Claptrap,1 month ago,1510962163416,"Unfortunately, whichever term you use, it ends up being hijacked to describe prostitution. If only I got $1 every time I had to explain that I was a qualified and government registered healthcare professional ...",1,/Negative/,Negative,0.945
UgwuqpxR8VbFN4zj8O94AaABAg,Yoda Man,1 month ago,1510962163030,none of that sounds like harassment...the guy agreed to some things. it went too far and he said no and left. whats the bfd ffs? the shit that roy moore did was harassment. the shit that trump did was harassment. this was just being overly forward and getting shot down.. ffs since when is giving permission harassment?!?,5,false,0,,,,,,,/Negative/,Negative,0.998
Ugz4NNpqHsYpiNr49qJ4AaABAg,Tasha Vladimiroff,1 month ago,1510962163034,Definitely not a surprise,3,false,0,,,,,,,/Negative/,Negative,0.994
UgyOFeNKZBcCsrdZfWF4AaABAg,Frank P.,1 month ago,1510962163037,"make sure your information is accurate, Travolta is not gay, he's bisexual, look it up !",4,true,1,,,,,,,/Negative/,Negative,0.941
,,,,,,,,UgyOFeNKZBcCsrdZfWF4AaABAg.8_-sfCucCWE8_0bor0R1LP,Amenti H,1 month ago,1510962163363,Maybe even trisexual.,1,/Negative/,Negative,1
UgxFKX0rRbQb4g8M3T54AaABAg,Terra Novei,1 month ago,1510962163042,Shit is going down with this metoo campaign,0,false,0,,,,,,,/Negative/,Negative,0.98
UgzZlQ9DzcJP_FMC5qh4AaABAg,suziecreamchease,1 month ago,1510962163046,"female masseuses have to avoid or deal with this if not everyday - a lot of the time.. 
just not usually with john travolta ..
       comes with the territory..
  not really a very important story..",2,false,0,,,,,,,/Negative/,Negative,0.986
UgwVYPTToVwURjySPiZ4AaABAg,Ms Ramirez,1 month ago,1510962163050,Him An seagal got da same crazy do,3,false,0,,,,,,,/Positive/,Positive,0.436
UgxLbRBCwP1ddlUjA-t4AaABAg,Ms Ramirez,1 month ago,1510962163055,Cause he's ba ' ba ba ' Babarino,0,false,0,,,,,,,/Neutral/,Neutral,0.74
UgwRaoV1uIFz3cIQGuh4AaABAg,medcomstar,1 month ago,1510962163059,This is getting ridiculous.. so what if Travolta made a pass at this guy..,5,false,0,,,,,,,/Negative/,Negative,0.752
Ugzu8ESB6FgyNxBt6KN4AaABAg,Jor-El Moran,1 month ago,1510962164378,"I'm tired of these stories. what is going on in the world that all we hear in the media are these unimportant stories about people not feeling comfortable. I want real news. What's going on in Russia, the Philippines, N. Korea, China, Trump and the investigation, the (failed) war on drugs, etc. I want real investigative reporting. I can go anywhere to get this weak ass news. Phillip DeFranco is covering shit like this. C'mon TYT...",2,true,1,,,,,,,/Negative/,Negative,0.885
,,,,,,,,Ugzu8ESB6FgyNxBt6KN4AaABAg.8_-qkXuQ2ma8_-zfHFqi-m,Claptrap Claptrap,1 month ago,1510962164764,"Me too, I'd rather hear about the coup that ousted Mugabe...",0,/Negative/,Negative,0.834
Ugzc6QOlsXpg-nb_Wwl4AaABAg,Sky Captain,1 month ago,1510962164383,ITS 👌 TO BE WHITE,0,true,2,,,,,,,/Positive/,Positive,0.998
,,,,,,,,Ugzc6QOlsXpg-nb_Wwl4AaABAg.8_-qKZGl_8N8_-rbyU7jET,Trouble Came Calling,1 month ago,1510962164786,But not to be you. You're awful.,4,/Negative/,Negative,0.998
,,,,,,,,Ugzc6QOlsXpg-nb_Wwl4AaABAg.8_-qKZGl_8N8_-xzwxNefg,Kyla Christine Fallon,1 month ago,1510962164789,+Trouble Came Calling 👏  👍,0,/Positive/,Positive,0.998
UgwA1WtXLdm5f8gVVa94AaABAg,Pomfromoz,1 month ago,1510962164388,He is suffering from saturday night fever...,2,true,1,,,,,,,/Neutral/,Neutral,0.869
